codigo;nombre ;carrera;ingreso;promedio;;;;;
2156529;Sofía Suárez;MICROBIOLOGIA Y BIOANALISIS;1978;3,48;;;;;
2642409;Diego Ponce;INGENIERIA CIVIL;1981;4,53;;;;;
1637339;Natalia Mendoza;HISTORIA Y ARCHIVISTICA;1969;4,85;;;;;
1850738;Isabella Cruz;INGENIERIA CIVIL;1972;3,1;;;;;
1054122;Federico Acosta;INGENIERIA INDUSTRIAL;1958;4,2;;;;;
2483159;Natalia Medina;NUTRICION Y DIETETICA;1970;3,76;;;;;
1702148;María Valenzuela;INGENIERIA ELECTRONICA;1965;4,41;;;;;
1937965;Ricardo Navarro;LICENCIATURA EN INGLES;2013;3,52;;;;;
2446488;Daniela Molina;FISICA;1966;3,4;;;;;
2125993;Paola Fernández;FILOSOFIA;2001;4,18;;;;;
2875328;Alejandro Valdés;NUTRICION Y DIETETICA;2013;3,79;;;;;
2604337;Simón Hernández;NUTRICION Y DIETETICA;2005;4,2;;;;;
1748339;Adriana Ramírez;INGENIERIA ELECTRONICA;1968;3,45;;;;;
2324524;Lorenzo Torres;ENFERMERIA;1964;3,46;;;;;
2099504;Jorge Castro;INGENIERIA METALURGICA;1991;3,64;;;;;
1052071;Andrea Vera;GEOLOGIA;1998;3,46;;;;;
2250155;Juan Castro;INGENIERIA INDUSTRIAL;1957;3,19;;;;;
1692670;Catalina Ramírez;INGENIERIA MECANICA;1974;4,17;;;;;
1106612;Isabella Pérez;INGENIERIA METALURGICA;2023;2,94;;;;;
2950697;Andrea Ramos;INGENIERIA ELECTRICA;2008;4,01;;;;;
1440370;Paola Ramírez;BIOLOGIA;1971;4,41;;;;;
2758073;Marta Olivera;FISICA;1955;3,54;;;;;
1196531;Melissa Miranda;TRABAJO SOCIAL;2023;2,89;;;;;
1841842;Adriana Ruiz;LICENCIATURA EN ESPANOL Y LITERATURA;1951;3,81;;;;;
1994593;Gustavo Vargas;INGENIERIA ELECTRICA;2010;3,61;;;;;
2345401;Jimena Suárez;INGENIERIA DE PETROLEOS;2016;2,89;;;;;
2593701;Lorenzo López;MEDICINA;1967;2,71;;;;;
1694881;María Ibarra;MICROBIOLOGIA Y BIOANALISIS;1967;4,85;;;;;
1518982;Pedro Maldonado;INGENIERIA DE PETROLEOS;1968;4,97;;;;;
2121033;Valentina Barrera;INGENIERIA CIVIL;1969;4,88;;;;;
1856940;Federico Bautista;LICENCIATURA EN ESPANOL Y LITERATURA;1962;2,97;;;;;
2878516;Pablo Morales;BIOLOGIA;1965;4,35;;;;;
2464940;Andrea Suárez;BIOLOGIA;1993;3,93;;;;;
2033750;Emilio Vera;INGENIERIA QUIMICA;2020;2,87;;;;;
2397118;María Delgado;INGENIERIA ELECTRICA;1998;3,19;;;;;
2962364;Pedro Núñez;LICENCIATURA EN MUSICA;1981;2,91;;;;;
2082401;Juan Ortiz;INGENIERIA DE SISTEMAS;1996;4,96;;;;;
1311028;Natalia Ramírez;INGENIERIA ELECTRONICA;1955;3,44;;;;;
1377203;Lorenzo Fernández;ECONOMIA;1991;4,12;;;;;
2956498;Fernando García;INGENIERIA DE PETROLEOS;2022;3,17;;;;;
2916028;Isabella Díaz;QUIMICA;2013;2,73;;;;;
1898785;Paola Romero;FISICA;1956;4,62;;;;;
1413915;Jorge Carrasco;TRABAJO SOCIAL;1952;4,51;;;;;
1080881;María Valenzuela;ENFERMERIA;2006;2,76;;;;;
2461910;Daniela Sánchez;DISEÑO INDUSTRIAL;1953;4,99;;;;;
2413848;Andrés Vega;INGENIERIA METALURGICA;1959;3,14;;;;;
2709721;Lorenzo Ponce;MATEMATICAS;1975;3,73;;;;;
1568221;Daniela Lara;MEDICINA;1997;4,15;;;;;
1977169;Sofía Guzmán;QUIMICA;1974;4,07;;;;;
2034191;Luisa Vargas;LICENCIATURA EN MUSICA;1967;3,89;;;;;
1942867;Tomás Lara;INGENIERIA QUIMICA;1980;2,77;;;;;
2255262;Melissa Sánchez;FISICA;2015;4,5;;;;;
2698389;Andrés López;FISICA;2011;4,31;;;;;
1447930;Tomás Miranda;LICENCIATURA EN ESPANOL Y LITERATURA;2023;4,78;;;;;
1969618;Esteban Sánchez;QUIMICA;1954;3,99;;;;;
1649901;Pedro Ramírez;HISTORIA Y ARCHIVISTICA;2001;3,79;;;;;
2227042;Roberto Maldonado;INGENIERIA CIVIL;2017;3,36;;;;;
2305986;José Rodríguez;GEOLOGIA;2018;3,32;;;;;
1997635;Jimena Flores;INGENIERIA CIVIL;1970;3;;;;;
1398876;Federico Castro;GEOLOGIA;1983;3,15;;;;;
2034678;Camila Molina;TRABAJO SOCIAL;1958;3,38;;;;;
2896235;Ricardo Mendoza;MATEMATICAS;1994;4,91;;;;;
2706990;Paola Cabrera;INGENIERIA CIVIL;2023;3,77;;;;;
2440339;Julián Cabrera;MEDICINA;1964;4,36;;;;;
2751483;Fernando Ibarra;MEDICINA;1965;4,45;;;;;
2263643;Luisa Martínez;ECONOMIA;1977;4,24;;;;;
1110537;Pedro Gutiérrez;BIOLOGIA;2001;2,81;;;;;
2944606;Jimena Sánchez;MICROBIOLOGIA Y BIOANALISIS;1962;3,43;;;;;
2604438;Fernando Salas;ENFERMERIA;2021;2,89;;;;;
2734554;Natalia Medina;NUTRICION Y DIETETICA;2003;2,89;;;;;
2048186;Carlos Fernández;INGENIERIA ELECTRONICA;2015;2,82;;;;;
2130024;Jimena Ramírez;INGENIERIA MECANICA;1959;4,9;;;;;
1827051;Verónica Vera;QUIMICA;1974;4,51;;;;;
1948649;María Gutiérrez;INGENIERIA CIVIL;1999;3,73;;;;;
1639970;Carolina Navarro;INGENIERIA CIVIL;2003;4,01;;;;;
1151129;Jorge Cortés;INGENIERIA METALURGICA;1954;2,98;;;;;
1184263;José Olivera;GEOLOGIA;2023;2,78;;;;;
2489206;Mauricio Carrasco;GEOLOGIA;2013;2,98;;;;;
1393581;Diego Villalobos;FILOSOFIA;1998;2,83;;;;;
2628486;Esteban Guzmán;FILOSOFIA;2004;3,78;;;;;
1015209;Pedro Salas;LICENCIATURA EN MUSICA;2014;4,1;;;;;
1577765;Esteban Álvarez;INGENIERIA ELECTRICA;2001;4,69;;;;;
2338895;Lorenzo Díaz;MATEMATICAS;1981;4,85;;;;;
1840665;Verónica Vega;LICENCIATURA EN INGLES;1965;3,89;;;;;
2047190;Sofía Valenzuela;INGENIERIA CIVIL;2017;3,75;;;;;
1205102;José Flores;INGENIERIA QUIMICA;1966;4,61;;;;;
1710060;Mauricio Ruiz;DISEÑO INDUSTRIAL;1959;3,49;;;;;
2795076;Federico Torres;MICROBIOLOGIA Y BIOANALISIS;2005;4,54;;;;;
1116672;Clara López;INGENIERIA ELECTRICA;1962;3,75;;;;;
1497106;Gustavo Soria;INGENIERIA ELECTRONICA;2007;4;;;;;
1629557;Federico Soria;LICENCIATURA EN INGLES;2018;4,96;;;;;
1444250;Simón Vera;MICROBIOLOGIA Y BIOANALISIS;1964;3,2;;;;;
2269737;Gabriela Hernández;INGENIERIA CIVIL;1971;4,28;;;;;
1420976;Lucía Cruz;LICENCIATURA EN INGLES;2021;4;;;;;
2558426;Federico Ramos;LICENCIATURA EN INGLES;2019;3,74;;;;;
1376342;Simón Hernández;INGENIERIA MECANICA;1950;3,73;;;;;
2316027;José Soria;LICENCIATURA EN MATEMATICAS;2001;4,9;;;;;
1970166;Clara Gómez;INGENIERIA INDUSTRIAL;1963;3,07;;;;;
1250593;Pedro Miranda;LICENCIATURA EN INGLES;1997;4,22;;;;;
1919234;Simón Delgado;MICROBIOLOGIA Y BIOANALISIS;1987;4,32;;;;;
1057080;Mario Hernández;ENFERMERIA;1988;4,54;;;;;
2165221;Carlos Delgado;FISIOTERAPIA;1993;3,68;;;;;
2693087;Natalia Medina;FISIOTERAPIA;1988;4,19;;;;;
1994408;Raúl Valenzuela;INGENIERIA MECANICA;2022;2,77;;;;;
1425458;Gustavo Miranda;LICENCIATURA EN ESPANOL Y LITERATURA;2002;4,66;;;;;
1795135;Fernando Villalobos;INGENIERIA MECANICA;1975;4,91;;;;;
1611624;Andrés Rodríguez;INGENIERIA ELECTRONICA;2015;3,48;;;;;
1918632;Alejandro Carrasco;FISICA;1986;3,07;;;;;
2239654;Lucas Ruiz;MICROBIOLOGIA Y BIOANALISIS;1980;3,03;;;;;
1751084;Sofía Flores;NUTRICION Y DIETETICA;2012;4,3;;;;;
1639668;Jimena Díaz;INGENIERIA ELECTRICA;1982;2,82;;;;;
2159879;José Villalobos;INGENIERIA ELECTRONICA;1959;3,75;;;;;
2509289;Carolina Gómez;INGENIERIA MECANICA;1996;4,02;;;;;
2691394;Camila Álvarez;NUTRICION Y DIETETICA;1979;2,76;;;;;
1002997;Raúl Fernández;LICENCIATURA EN INGLES;2000;2,95;;;;;
1719831;Lucas Acosta;QUIMICA;2015;4,98;;;;;
2308343;Jimena Soria;MICROBIOLOGIA Y BIOANALISIS;1960;4,57;;;;;
1526948;Marta Vera;QUIMICA;1978;3,03;;;;;
2903836;Laura Álvarez;INGENIERIA MECANICA;1987;3;;;;;
1150033;Carlos Miranda;INGENIERIA DE SISTEMAS;2017;3,53;;;;;
2325895;Luisa Vera;ENFERMERIA;2001;3,4;;;;;
2654998;María García;INGENIERIA ELECTRONICA;1953;4,35;;;;;
1750036;Lorenzo García;LICENCIATURA EN MATEMATICAS;1973;4,37;;;;;
1144441;Tomás Vera;INGENIERIA ELECTRICA;2002;3,43;;;;;
1651158;Tomás Pérez;INGENIERIA ELECTRICA;2005;4,9;;;;;
1992778;Mariana Medina;LICENCIATURA EN MATEMATICAS;1987;4,83;;;;;
1680399;María Molina;LICENCIATURA EN MATEMATICAS;1957;3,86;;;;;
2161259;Mario Salas;INGENIERIA METALURGICA;2020;2,86;;;;;
1140095;Isabella Delgado;GEOLOGIA;2010;3,89;;;;;
1183767;Paola Gutiérrez;LICENCIATURA EN MATEMATICAS;1984;4,13;;;;;
2805228;Daniela Ortiz;INGENIERIA INDUSTRIAL;1983;4,39;;;;;
2838453;Diego Reyes;DERECHO;2000;4,15;;;;;
1535177;Roberto Cortés;LICENCIATURA EN INGLES;1963;4,51;;;;;
2488144;Lucas Lara;INGENIERIA METALURGICA;1999;4,24;;;;;
2786066;Lucía Reyes;INGENIERIA MECANICA;2002;3,37;;;;;
2292517;Mariana Díaz;ENFERMERIA;1971;3,75;;;;;
1367125;Luisa Valdés;QUIMICA;2004;3,4;;;;;
2476331;Valentina Ortiz;BIOLOGIA;1970;3,11;;;;;
2051293;Catalina Soria;ECONOMIA;1971;2,82;;;;;
2130889;Valentina Álvarez;FILOSOFIA;1996;4,52;;;;;
2051829;Diego Ramos;TRABAJO SOCIAL;1956;3,8;;;;;
1883820;Paola Vera;INGENIERIA ELECTRONICA;2010;3,74;;;;;
2304716;Federico Valdés;NUTRICION Y DIETETICA;2007;3,57;;;;;
2044279;Mariana Fernández;FISICA;2020;2,88;;;;;
1067032;Juliana Vera;HISTORIA Y ARCHIVISTICA;1970;3,07;;;;;
2222733;Lucía Vega;TRABAJO SOCIAL;1970;3,51;;;;;
1300418;Daniela Barrera;HISTORIA Y ARCHIVISTICA;2000;3,01;;;;;
2429945;Pedro González;FISICA;2001;3,6;;;;;
2226705;Emilio Castro;QUIMICA;1970;4,93;;;;;
1438091;Valentina Reyes;FILOSOFIA;1958;3,35;;;;;
1170520;Verónica Bautista;MICROBIOLOGIA Y BIOANALISIS;2000;4,55;;;;;
1839929;Jorge Valdés;QUIMICA;1953;3,48;;;;;
1269891;Gustavo Ramos;BIOLOGIA;2018;3,94;;;;;
1749545;Verónica Morales;INGENIERIA DE PETROLEOS;2003;4,62;;;;;
1885682;José Cortés;INGENIERIA INDUSTRIAL;2006;3,5;;;;;
1592865;Raúl Villalobos;INGENIERIA INDUSTRIAL;1967;3,25;;;;;
2172679;Federico Barrera;MATEMATICAS;1980;4,46;;;;;
2413240;Pablo Ruiz;INGENIERIA CIVIL;2003;2,71;;;;;
2405112;Juan Carrasco;ECONOMIA;2007;3,55;;;;;
2923482;Tomás García;INGENIERIA DE PETROLEOS;1973;2,7;;;;;
2469007;Pedro Reyes;INGENIERIA METALURGICA;1999;4,81;;;;;
2192668;Jorge Cortés;MATEMATICAS;1960;4,04;;;;;
2930149;Emilio Cruz;INGENIERIA CIVIL;1962;2,9;;;;;
2780924;Mario Flores;NUTRICION Y DIETETICA;1986;4,24;;;;;
1970815;Juan Villalobos;ECONOMIA;2000;4,37;;;;;
2332269;Diego Guzmán;ECONOMIA;1979;2,85;;;;;
1462975;Laura Ramírez;NUTRICION Y DIETETICA;1989;3,54;;;;;
1897671;Catalina Ramírez;INGENIERIA METALURGICA;2004;3,23;;;;;
1173231;Juliana Valenzuela;INGENIERIA QUIMICA;2011;4,5;;;;;
2407860;Carlos Cabrera;MATEMATICAS;1982;3,7;;;;;
1238816;Gabriela Ibarra;DERECHO;1962;2,78;;;;;
2861776;Simón Valenzuela;LICENCIATURA EN ESPANOL Y LITERATURA;1962;3,64;;;;;
2949173;Raúl Villalobos;DERECHO;1962;2,95;;;;;
1637272;Valentina Pérez;GEOLOGIA;1965;3,43;;;;;
1692211;Melissa Romero;INGENIERIA ELECTRICA;2007;4,62;;;;;
2369758;Jorge Pérez;INGENIERIA DE SISTEMAS;1959;2,99;;;;;
2649260;Catalina Fernández;FISICA;1970;4,54;;;;;
2508470;Camila Bautista;NUTRICION Y DIETETICA;1953;4,23;;;;;
1054144;Esteban Suárez;ECONOMIA;1974;4;;;;;
2878958;Julián Pérez;INGENIERIA DE PETROLEOS;2005;4,65;;;;;
2387611;Raúl Vargas;MATEMATICAS;1973;3,01;;;;;
2047179;Lucas Olivera;BIOLOGIA;2022;2,82;;;;;
2225685;Simón Salas;GEOLOGIA;1987;2,79;;;;;
2846922;Mauricio Valenzuela;NUTRICION Y DIETETICA;2012;3,65;;;;;
2378066;Esteban Bautista;NUTRICION Y DIETETICA;2006;3;;;;;
1421513;Tomás Vega;INGENIERIA METALURGICA;2021;4,06;;;;;
2995278;Jimena Núñez;INGENIERIA ELECTRICA;1992;3,8;;;;;
1256226;Alejandro Maldonado;INGENIERIA DE SISTEMAS;2010;3,44;;;;;
2791374;Simón Ortiz;TRABAJO SOCIAL;1964;2,89;;;;;
2018000;Gabriela González;INGENIERIA METALURGICA;2001;3,45;;;;;
2989596;Mario Cortés;GEOLOGIA;1983;2,86;;;;;
2359059;Verónica Cruz;HISTORIA Y ARCHIVISTICA;1962;4,74;;;;;
2591447;Verónica Ramos;INGENIERIA INDUSTRIAL;2005;3,25;;;;;
2405336;Pedro González;FILOSOFIA;1952;3,4;;;;;
2375370;María Olivera;INGENIERIA CIVIL;2009;4,33;;;;;
2364921;Diego Gutiérrez;FISIOTERAPIA;1975;4,43;;;;;
1322122;Simón Acosta;GEOLOGIA;2020;3,48;;;;;
1595495;Luisa Salas;INGENIERIA ELECTRONICA;1952;3,12;;;;;
1479407;Gabriela Fernández;INGENIERIA DE SISTEMAS;2003;3,28;;;;;
2822156;Sofía Núñez;INGENIERIA INDUSTRIAL;2005;4,9;;;;;
1631691;Paola Ibarra;FISIOTERAPIA;1970;3,09;;;;;
1471086;Carlos Castro;LICENCIATURA EN INGLES;1959;3,37;;;;;
2346837;Clara Ibarra;TRABAJO SOCIAL;1966;3,58;;;;;
2448875;Raúl Soria;INGENIERIA ELECTRONICA;1966;4,97;;;;;
1656529;Gustavo Guzmán;LICENCIATURA EN MATEMATICAS;2016;3,95;;;;;
2252628;Paola Mendoza;FILOSOFIA;2007;3,65;;;;;
1476795;Ricardo López;FISIOTERAPIA;1990;4,1;;;;;
2290272;Julián Sánchez;INGENIERIA ELECTRICA;1952;4,63;;;;;
1101952;Melissa Flores;TRABAJO SOCIAL;1990;3,06;;;;;
1187719;Ricardo Fernández;MATEMATICAS;1977;3,54;;;;;
2646547;Alejandro Vargas;BIOLOGIA;2000;3,98;;;;;
2410636;Simón Vera;LICENCIATURA EN INGLES;1999;2,89;;;;;
1358918;Roberto Acosta;INGENIERIA CIVIL;1969;2,79;;;;;
2743363;Mario Vega;MEDICINA;1951;4,41;;;;;
2707774;Natalia Gómez;INGENIERIA ELECTRONICA;2007;4,12;;;;;
2272509;Laura Valdés;INGENIERIA DE PETROLEOS;1975;4,52;;;;;
1076033;Lorenzo Gómez;INGENIERIA MECANICA;2012;4,34;;;;;
2364817;Emilio Cruz;LICENCIATURA EN MUSICA;2018;4,8;;;;;
2824926;Juan Medina;INGENIERIA DE SISTEMAS;1985;3,34;;;;;
1009508;Sofía López;HISTORIA Y ARCHIVISTICA;1970;3,7;;;;;
2203780;Mario Ruiz;LICENCIATURA EN INGLES;1964;2,96;;;;;
2553281;Daniela Vega;INGENIERIA DE SISTEMAS;1977;2,81;;;;;
1746930;Melissa Rodríguez;MICROBIOLOGIA Y BIOANALISIS;2017;4,9;;;;;
1254417;María Romero;MICROBIOLOGIA Y BIOANALISIS;1966;4,76;;;;;
1971925;Catalina Ortiz;INGENIERIA DE PETROLEOS;1950;4,39;;;;;
2008705;Ricardo Soria;INGENIERIA CIVIL;1959;4,42;;;;;
2211631;Marta Navarro;INGENIERIA ELECTRICA;1952;3,45;;;;;
2590723;Melissa Ramírez;HISTORIA Y ARCHIVISTICA;1974;3;;;;;
1982265;Carolina González;INGENIERIA DE PETROLEOS;1969;4,47;;;;;
2009953;Alejandro Martínez;ENFERMERIA;2000;2,81;;;;;
1026655;Andrés Lara;ENFERMERIA;1965;3,97;;;;;
1978620;Daniela López;INGENIERIA ELECTRONICA;1956;3,9;;;;;
1508981;Emilio Pérez;LICENCIATURA EN ESPANOL Y LITERATURA;1997;4,83;;;;;
1695857;Fernando Pérez;INGENIERIA QUIMICA;1996;4,82;;;;;
2258539;Laura Álvarez;INGENIERIA DE PETROLEOS;1967;4,84;;;;;
1946980;Gabriela Ramos;MEDICINA;2017;4,18;;;;;
2460402;Isabella Ponce;ENFERMERIA;2008;4,62;;;;;
2914067;Roberto Acosta;LICENCIATURA EN MATEMATICAS;1999;2,91;;;;;
1916529;Gabriela Cabrera;DERECHO;1958;4,97;;;;;
2425181;Jorge Romero;DERECHO;2014;2,81;;;;;
2469468;Gustavo Guzmán;LICENCIATURA EN INGLES;1994;4,11;;;;;
1616997;Jimena Hernández;INGENIERIA DE SISTEMAS;2008;2,91;;;;;
1923593;Fernando Ortiz;BIOLOGIA;1993;3,82;;;;;
2532424;Raúl Gómez;LICENCIATURA EN INGLES;1997;4,71;;;;;
2882621;Lucía Olivera;ENFERMERIA;1956;3,55;;;;;
1616258;Paola Vega;INGENIERIA METALURGICA;1953;3,38;;;;;
1977574;Marta Cruz;INGENIERIA CIVIL;2008;4,3;;;;;
2122762;Simón Barrera;ENFERMERIA;1967;4,91;;;;;
1644349;Valentina Gutiérrez;LICENCIATURA EN MUSICA;1951;4,59;;;;;
1519404;José Castro;DERECHO;1957;4,61;;;;;
1255234;Eduardo Martínez;LICENCIATURA EN ESPANOL Y LITERATURA;1976;3,05;;;;;
2003971;Andrés Lara;FISICA;1996;3,18;;;;;
1030118;Esteban Torres;GEOLOGIA;2017;3,63;;;;;
2803968;Verónica Sánchez;DISEÑO INDUSTRIAL;1986;4,17;;;;;
2321625;Daniela Valdés;BIOLOGIA;1950;3,72;;;;;
2260128;Simón Suárez;FISICA;2011;4,85;;;;;
2428320;Catalina Rodríguez;INGENIERIA QUIMICA;2005;4,5;;;;;
1769107;Lucía Ponce;INGENIERIA METALURGICA;2013;3,04;;;;;
2465113;Paola Fernández;DISEÑO INDUSTRIAL;2000;3,23;;;;;
2898815;Daniela Medina;FISIOTERAPIA;1950;2,97;;;;;
2942210;Raúl López;ECONOMIA;1982;4,18;;;;;
1633681;María Barrera;MATEMATICAS;2000;2,96;;;;;
2713347;Juan González;INGENIERIA DE PETROLEOS;2017;4,4;;;;;
1218159;Emilio Gómez;INGENIERIA QUIMICA;2022;4,65;;;;;
1601549;Simón Castro;INGENIERIA DE SISTEMAS;1978;3,95;;;;;
2307189;Catalina Díaz;INGENIERIA DE SISTEMAS;1962;4,31;;;;;
1561043;Tomás Torres;INGENIERIA ELECTRONICA;1990;4,83;;;;;
2147943;Jorge Cruz;INGENIERIA INDUSTRIAL;1961;2,86;;;;;
2618208;Sofía Castro;INGENIERIA ELECTRONICA;1994;3,74;;;;;
2615833;Gabriela Núñez;LICENCIATURA EN MUSICA;2018;3,5;;;;;
2069336;Esteban Ponce;INGENIERIA INDUSTRIAL;1951;4,08;;;;;
2093045;Esteban Díaz;MEDICINA;2014;3,91;;;;;
2914223;Pedro Reyes;BIOLOGIA;2007;2,82;;;;;
1922608;Verónica Vargas;INGENIERIA CIVIL;1974;3,07;;;;;
1486180;Lucía Soria;ECONOMIA;1969;3,6;;;;;
1907081;Esteban Ortiz;LICENCIATURA EN ESPANOL Y LITERATURA;2010;4,2;;;;;
1483336;Clara Medina;TRABAJO SOCIAL;1978;4,81;;;;;
2268991;Natalia Salas;INGENIERIA ELECTRICA;2000;3,76;;;;;
1976459;Gabriela Ramírez;INGENIERIA ELECTRICA;1988;4,45;;;;;
1493432;Julián Maldonado;INGENIERIA INDUSTRIAL;2017;4,11;;;;;
1348575;Adriana Suárez;ECONOMIA;1996;4,66;;;;;
1795220;Carlos Castro;DERECHO;1973;4,04;;;;;
2201239;Isabella Flores;GEOLOGIA;2008;3,7;;;;;
2225021;Adriana Morales;ECONOMIA;1982;4,07;;;;;
1374886;Esteban Martínez;MICROBIOLOGIA Y BIOANALISIS;1959;3,06;;;;;
2804162;Paola Gutiérrez;LICENCIATURA EN INGLES;2016;4,28;;;;;
1074320;Adriana García;QUIMICA;2013;3,76;;;;;
2621586;Andrés Sánchez;LICENCIATURA EN MATEMATICAS;2001;3,23;;;;;
2889532;Mario Guzmán;LICENCIATURA EN INGLES;2023;3,71;;;;;
1846943;Verónica Delgado;MEDICINA;2012;4,66;;;;;
1903081;Valentina Torres;MICROBIOLOGIA Y BIOANALISIS;1999;3,72;;;;;
2804375;Daniela Castro;INGENIERIA INDUSTRIAL;1996;3,74;;;;;
2306899;Fernando Medina;QUIMICA;2022;3,39;;;;;
1120780;Luisa Vargas;INGENIERIA QUIMICA;1951;3,14;;;;;
1853917;Roberto Maldonado;GEOLOGIA;1954;3,33;;;;;
1088831;Raúl Reyes;ECONOMIA;1950;3,84;;;;;
1522259;Ana Valenzuela;LICENCIATURA EN MATEMATICAS;1979;3,84;;;;;
1682624;Laura Ponce;INGENIERIA DE SISTEMAS;1958;4,6;;;;;
1402178;Diego Valdés;BIOLOGIA;1996;3,54;;;;;
2416011;Verónica Delgado;BIOLOGIA;2018;2,82;;;;;
2661262;Simón Villalobos;FISICA;1996;4,08;;;;;
1867978;Lorenzo Bautista;FILOSOFIA;1988;3,71;;;;;
2650227;Luisa Navarro;INGENIERIA DE SISTEMAS;1950;3,81;;;;;
1013135;Ricardo Guzmán;INGENIERIA ELECTRICA;2016;3,68;;;;;
2260629;Mario Delgado;INGENIERIA MECANICA;1972;3,78;;;;;
2506208;Camila Gutiérrez;LICENCIATURA EN ESPANOL Y LITERATURA;2019;4,25;;;;;
1965348;Mario Ramos;DISEÑO INDUSTRIAL;1975;4,17;;;;;
2225528;Luisa Rodríguez;FISIOTERAPIA;1977;3,42;;;;;
2875874;Carlos Delgado;BIOLOGIA;1951;3,41;;;;;
1599798;Mariana Villalobos;INGENIERIA ELECTRONICA;1983;4,45;;;;;
2399651;Sofía Valenzuela;INGENIERIA METALURGICA;2009;3,03;;;;;
1585120;Juliana Morales;BIOLOGIA;1995;4,44;;;;;
2040018;Verónica Núñez;DERECHO;1983;3,23;;;;;
2382867;Laura Soria;LICENCIATURA EN ESPANOL Y LITERATURA;1975;4,1;;;;;
1295170;Andrea López;NUTRICION Y DIETETICA;1976;3,74;;;;;
1289936;Daniela Olivera;LICENCIATURA EN MUSICA;1960;3,71;;;;;
2879151;Eduardo Ponce;LICENCIATURA EN ESPANOL Y LITERATURA;2022;4,87;;;;;
1916904;Lucía Suárez;MICROBIOLOGIA Y BIOANALISIS;1964;4,98;;;;;
1804838;Mario Morales;BIOLOGIA;2014;3,9;;;;;
1428541;Lucía Soria;FILOSOFIA;1968;3,07;;;;;
2963628;Mariana Ruiz;LICENCIATURA EN MATEMATICAS;2020;4,02;;;;;
2528195;José Gutiérrez;INGENIERIA METALURGICA;2021;3,64;;;;;
2199988;Catalina Fernández;NUTRICION Y DIETETICA;1979;4,74;;;;;
2724400;Clara Maldonado;ENFERMERIA;1978;3,51;;;;;
1874572;Clara Valdés;DERECHO;2013;4,35;;;;;
2167703;Mario Salas;TRABAJO SOCIAL;1984;3,86;;;;;
1204445;Raúl Morales;DERECHO;1989;4,64;;;;;
1687233;Federico Torres;LICENCIATURA EN MATEMATICAS;1994;4,18;;;;;
1029546;Valentina Fernández;HISTORIA Y ARCHIVISTICA;1953;4,71;;;;;
2921698;Marta Molina;MATEMATICAS;1972;3,4;;;;;
1815514;Alejandro Villalobos;FISIOTERAPIA;2005;2,89;;;;;
1475275;Lorenzo Ibarra;INGENIERIA ELECTRICA;1989;4,87;;;;;
2893181;Carlos Pérez;FISIOTERAPIA;1965;4,54;;;;;
1632518;Gabriela González;INGENIERIA DE SISTEMAS;1957;2,97;;;;;
2738989;Lucas Barrera;ENFERMERIA;1987;3,47;;;;;
2797447;Luisa Flores;LICENCIATURA EN INGLES;2009;4,68;;;;;
2864228;Paola Valdés;INGENIERIA CIVIL;2008;4,51;;;;;
2727880;Ana Guzmán;LICENCIATURA EN MUSICA;2005;3,75;;;;;
2876823;Mauricio Navarro;HISTORIA Y ARCHIVISTICA;1979;4,97;;;;;
2839263;Camila Soria;INGENIERIA METALURGICA;1952;4,09;;;;;
2283193;Clara Flores;INGENIERIA MECANICA;1996;4,77;;;;;
2270493;Clara Ortiz;INGENIERIA DE PETROLEOS;1955;3,43;;;;;
1475308;Pedro Ruiz;INGENIERIA DE SISTEMAS;2013;2,82;;;;;
2593124;Pedro Fernández;MEDICINA;1999;3,54;;;;;
2676868;Andrea Ponce;FILOSOFIA;1965;3,78;;;;;
2601525;José Olivera;INGENIERIA INDUSTRIAL;1964;4,4;;;;;
1593701;Roberto Reyes;ENFERMERIA;1961;3,77;;;;;
2208142;Alejandro Ruiz;TRABAJO SOCIAL;2008;4,96;;;;;
2197581;Diego Morales;INGENIERIA ELECTRICA;2004;4,95;;;;;
2370301;Diego Sánchez;LICENCIATURA EN MUSICA;2012;4,48;;;;;
1158712;Marta Torres;LICENCIATURA EN MATEMATICAS;1993;3,78;;;;;
1919936;Ricardo Salas;INGENIERIA ELECTRICA;2022;3,55;;;;;
2783696;Gabriela Ramírez;INGENIERIA DE SISTEMAS;1955;4,53;;;;;
1225793;Verónica Reyes;INGENIERIA QUIMICA;2018;3,27;;;;;
2366171;Paola Cruz;TRABAJO SOCIAL;1956;3,61;;;;;
2877259;Juliana Valenzuela;QUIMICA;1971;2,74;;;;;
2441903;Adriana Hernández;DISEÑO INDUSTRIAL;2005;3,28;;;;;
1785475;Julián Torres;QUIMICA;1961;3,59;;;;;
2782470;María Vargas;QUIMICA;1984;3,35;;;;;
2999895;Daniela Álvarez;DERECHO;2021;4,93;;;;;
1057586;Carolina Delgado;INGENIERIA QUIMICA;1971;3,5;;;;;
1134462;Simón Martínez;INGENIERIA ELECTRICA;1964;3,03;;;;;
2957850;Federico Guzmán;FILOSOFIA;2004;4,5;;;;;
1705816;Gabriela Fernández;ENFERMERIA;2012;2,88;;;;;
1581240;Pedro Mendoza;INGENIERIA QUIMICA;1954;2,97;;;;;
2131056;Lucas Lara;INGENIERIA METALURGICA;1965;3,86;;;;;
1634145;Alejandro Díaz;INGENIERIA MECANICA;1982;4,24;;;;;
