codigo;nombre;promedio;;;
331121336;Lucy Murphy;3.32;;;
231391465;Deborah Thomas;3.22;;;
512210806;Fay Trace;4.05;;;
212100446;Michael Bell;3.09;;;
231570853;Mary Mcdaniel;2.98;;;
462010599;Peggy Campbell;4.42;;;
212021224;James Duvall;4.03;;;
302061638;Roberto Matthews;4.00;;;
281091217;Brent Durant;4.85;;;
101861515;Taylor Jimenez;3.96;;;
631540545;Elijah Allegrini;4.51;;;
192201251;Mary Scott;3.11;;;
682041214;Barbara Hardy;4.00;;;
301821946;Emily Kelly;3.41;;;
301921733;Edward Judd;3.41;;;
582000128;Alexander Morris;3.20;;;
321381486;Kelly Nuttall;3.52;;;
192181339;Dustin Osborne;2.76;;;
461690383;Rosemary Eichberger;3.28;;;
281700584;Deborah Moreno;4.83;;;
462130736;James Logan;3.68;;;
192221179;George Smith;3.70;;;
461040540;Alex Peterson;4.53;;;
112070036;Kevin Hayes;3.80;;;
272010336;Aileen Egge;4.71;;;
191381949;James Brown;3.24;;;
212100286;Rex Smith;4.51;;;
571061500;Phillip Simpson;4.44;;;
221810789;George Doughtry;4.13;;;
521470057;Kiara Kidd;4.95;;;
522020782;Eric Wallace;3.14;;;
632191739;Kimberly Green;4.61;;;
581630789;Robert Mcmillan;4.45;;;
241381240;Rebecca Bowers;3.79;;;
192050866;Cecilia Paige;3.71;;;
402221169;Ann Smith;4.94;;;
512111245;Donna Lambert;4.03;;;
452011551;Jessica Davis;4.30;;;
512221967;Eda Shute;4.55;;;
632091216;Rebecca Pearson;4.91;;;
112071979;Dennis Fair;4.39;;;
232190493;Lisa Zimmerman;3.70;;;
271550268;Christopher Thorson;3.97;;;
331310360;Janet Chen;4.90;;;
442061521;Jeffery Paugh;4.51;;;
442000157;Douglas Murphy;3.04;;;
631611836;Erma Mckeel;4.08;;;
522190391;Alex Campbell;3.25;;;
242211740;Rosina Loredo;3.24;;;
202181735;Shannon Thompson;3.35;;;
302031790;Dianna Munoz;4.21;;;
431440930;Michael Mills;4.02;;;
412080706;Lisa Calabrese;4.48;;;
581821624;Tracy Harris;4.22;;;
392140654;Annie Anderson;3.98;;;
451211702;Marcia Turner;4.57;;;
281190379;Mae Edwards;2.78;;;
242091844;Shannon Roberson;4.92;;;
321850170;Richard Necaise;3.40;;;
431601533;Christopher Jenkins;3.33;;;
141041841;Tamara Travis;3.28;;;
281431576;Stanley Gonzales;3.26;;;
452040258;Cynthia Wilson;4.64;;;
311541003;Tricia Rhodes;4.37;;;
322041873;Kristen Lizotte;4.92;;;
221270943;Natasha Green;4.21;;;
681760252;Kenneth Daquilante;3.43;;;
311681518;Kiara Morris;4.88;;;
641680104;Lesa Ramirez;2.72;;;
101320699;Grace Caldwell;4.63;;;
241691980;Robert Mochizuki;3.90;;;
202021257;Amy Brooks;3.27;;;
162080369;Norma Williams;3.36;;;
332150548;Brenda Johnson;3.28;;;
291211707;John Barley;3.84;;;
351310916;Jamie Everett;3.84;;;
261420506;Jonathan Bones;3.93;;;
272080434;Melissa Smith;3.15;;;
292170210;Barbara Mcnamara;2.88;;;
191651865;Russell Reeves;3.28;;;
282031459;Mary Lee;3.80;;;
392021728;Steven Dalton;4.39;;;
512081829;Charlene Nelson;3.75;;;
301461099;Grant Smith;3.44;;;
371671801;Olga Bloomfield;3.07;;;
372140746;Sharon Garcia;3.64;;;
201711342;Scott Davis;2.98;;;
601101205;Katherine Gomez;4.77;;;
112090905;Michael Smith;4.25;;;
371730795;Adrian Richards;4.26;;;
371441505;Ron Gresham;3.78;;;
322051945;Dennis Johnson;3.58;;;
201790534;Melvin Murray;4.54;;;
301660748;Abigail Ford;3.91;;;
211491027;Alexander Uttley;3.69;;;
232100155;David Villarreal;2.79;;;
142200994;Kari Encarnacion;3.98;;;
372070736;Sonya Floyd;3.52;;;
181300249;Marilyn Mcnurlen;3.71;;;
601690046;Lisa Soto;4.90;;;
142011296;Kenneth Thompson;3.81;;;
522021085;Beverly Mayer;4.95;;;
312011463;Arthur Horta;3.50;;;
221300275;James Flores;4.08;;;
331640627;Leonard Lancaster;4.69;;;
562120832;Chad Carlson;4.75;;;
341871945;Valencia Bee;4.40;;;
401090968;Mason Park;2.74;;;
442071393;Julia Taylor;4.53;;;
221760501;Jon Dean;4.42;;;
202130941;Valerie Applegate;2.99;;;
522121046;Sandra Carter;3.67;;;
192091263;Joseph Coughlin;2.87;;;
101910909;Jason Fisher;5.00;;;
161661975;Suzanne Coker;2.90;;;
241150549;Cheryl Henderson;3.88;;;
632141277;Stephen Hartmann;4.67;;;
461220102;Alicia Wilson PhD;4.36;;;
562091685;Angelo Bundage;3.75;;;
111330324;Daisy Knight;4.93;;;
211841742;Gonzalo Ratcliff;4.63;;;
521361282;Evan Fox;4.40;;;
321340560;Kay Martinez;2.72;;;
191741167;Steven Norman;4.44;;;
521551758;Celeste Skelley;2.92;;;
211910625;David Simon;3.13;;;
332060663;Irene Kilgore;3.00;;;
312030612;Sean Brown;2.99;;;
331650646;Frank Dirksen;3.47;;;
272101524;Lisa Phillips;3.86;;;
372171306;Angel Jaeger;3.84;;;
602200869;Suzanne Smith;4.60;;;
192221541;Sonja Sansone;4.10;;;
442190090;Albert Patton;3.41;;;
322021355;Pamela Bagwell;3.61;;;
211980643;Cynthia Decker;4.81;;;
342091130;Melinda Muller;3.09;;;
221671884;Brandon Lee;4.64;;;
301001276;Janis Collier;3.83;;;
402061567;Jeremy Cross;4.28;;;
351331837;Edward Magana;4.00;;;
201281651;Matthew Smith;4.75;;;
602100734;Janet Thompson;2.88;;;
562130087;Laura Johnson;3.79;;;
641171426;Janet Neally;4.79;;;
631450802;Beth Callahan;3.12;;;
391191354;Patrick Colliver;3.03;;;
372140266;Carol Gonzalez;3.43;;;
522040740;Michael Bitto;2.92;;;
291130453;Tyler Hernandez;3.16;;;
202041485;Stephanie Canevari;3.94;;;
102001077;Jeffery Phillips;4.39;;;
582180929;Craig Doty;3.97;;;
512001369;David Rodriguez;4.61;;;
561201202;Beatrice Obryant;3.41;;;
282050522;Katelyn Holt;3.83;;;
342070042;Frank Pyon;4.41;;;
292041247;Matthew Martinez;4.34;;;
271611883;Mary Knox;4.34;;;
212040314;Mark Austin;3.63;;;
302201141;Jason Seals;3.55;;;
412210132;Sheila Houston;4.39;;;
231261925;Eugene Guerra;3.84;;;
302090960;Colin Wilson;3.85;;;
411751090;Karla Thompson;4.81;;;
442100394;Dr. Darryl Marquez;2.74;;;
641320684;Pam Francis;3.59;;;
571160468;Kim Hawkins;4.77;;;
142041193;Michael Prater;4.99;;;
641051846;Kelly Phillips;4.14;;;
521611715;Christopher Gordon;4.80;;;
461961298;Cory Garcia;4.50;;;
242050724;Jennifer Cuellar;4.46;;;
101721724;Donald Hill;4.98;;;
201301874;Gabrielle Boender;3.75;;;
431021071;Mary Wood;3.81;;;
211791817;Robert Cochran;3.96;;;
162201537;Nancy Marsh;4.15;;;
521010256;Eddie Dahl;3.85;;;
201161654;Stephen Miller;4.51;;;
601060451;Chad White;3.71;;;
461341190;David Nelson;4.38;;;
101780506;Victoria Violette;4.73;;;
161941326;Robert Chavez;4.95;;;
242050783;Mark Daniels;3.63;;;
261151918;Jennifer Schmitt;3.49;;;
211250892;Lois Carter;4.35;;;
101301313;Daniel English;3.07;;;
441311079;Arthur Dodge;4.77;;;
431971997;Diane Moore;3.76;;;
402031995;Maxine Montgomery;3.42;;;
332181125;Noah Williams;3.07;;;
602121900;Victor Frank;4.29;;;
141111120;Teresa Peterson;4.43;;;
601550030;Chante Robertson;3.08;;;
282180667;Jessica Lara;3.84;;;
232091780;Kimberly Welch;3.98;;;
211800218;Debra Gordon;4.75;;;
641580231;Donna Mahi;4.92;;;
602111744;Sarah Gonzales;4.80;;;
641921770;Nicholas Moy;4.06;;;
191741492;Joseph Singh Jr.;3.28;;;
581221179;Rigoberto Gallegos;3.75;;;
312131838;Miranda Klein;4.20;;;
302140432;James Goldberg;4.02;;;
372140248;Charles Maldonado;3.93;;;
282130723;Rafael Brown;4.21;;;
511061613;Andrew Singleton;4.46;;;
341450529;Marjorie Moore;4.49;;;
222080181;Maureen Miller;4.83;;;
322170289;Keith Corder;3.62;;;
371310531;Deanna Hunt;4.53;;;
352220649;Sean Escobar;4.46;;;
301120210;Joe Clark;4.03;;;
641510511;Amy Slater;4.55;;;
392011702;Michelle Gonzales;3.23;;;
311711789;Micheal Cole;4.77;;;
402210934;David Cantrell;3.20;;;
561070797;Nathaniel Moon;4.94;;;
212101629;Whitney Henson;3.79;;;
521381330;Gertrude Delvalle;5.00;;;
561050093;Evan Flores;3.15;;;
461630830;Melissa Gilbert;2.99;;;
681350793;Kathy Gay;2.90;;;
112081470;Marilyn Wright;3.47;;;
682031904;Pamela Cole;4.66;;;
582161616;Steve Wade;4.29;;;
452110506;Michelle Savage;2.77;;;
512101663;Gloria Frenette;4.74;;;
182141939;Kimberly Velazquez;3.98;;;
212110987;Roger Crosby;4.87;;;
111760507;Janet Hoffman;4.54;;;
581670003;Debra Baird;2.92;;;
242150021;Ruben Montgomery;3.85;;;
571841175;Nancy Cameron;2.92;;;
272210085;Stephen Collins;3.25;;;
201960024;Susan Donovan;4.57;;;
391001880;Kathryn Rivera;2.86;;;
441480982;Victor Godbolt;4.11;;;
311591380;Kevin Rodriguez;3.27;;;
282100031;Willie Vaillancourt;3.45;;;
301721012;Lisa Daniels;4.93;;;
402150057;Andrew Mensalvas;3.94;;;
181200176;Sandra Lowe;3.09;;;
341791633;Kera Chance;3.16;;;
561280634;Ariel Wilkinson;3.37;;;
322090222;Stanley Boulch;4.90;;;
632121264;Alexandra Keith;3.10;;;
192070141;Thomas Jones;3.91;;;
431120662;Dominique Ashley;3.09;;;
412130338;Joseph Morrison;4.38;;;
331770954;Daniel Parks;3.98;;;
512000086;Roberto Roeger;3.68;;;
181811528;Alexander Sims;4.50;;;
301891934;Sid Parker;4.53;;;
111291224;Joshua Johnson MD;2.74;;;
141500706;Emilie Leyva;2.76;;;
212090079;James Blanchard;4.62;;;
601251289;Sean Priolo;4.16;;;
202200343;Krista Dixon;3.57;;;
241231408;Dennis Howard;3.38;;;
331361303;Leonard Daniels;3.98;;;
192041613;Michael Meeks;4.56;;;
262220497;Hannah Marshall;3.91;;;
331340899;Eula Hamlin;3.33;;;
282010206;Melissa Smith;4.13;;;
371931211;Dane Green;3.05;;;
312120089;Renee Callahan;3.55;;;
412120114;Douglas Niceswander;2.85;;;
521600188;Tammy Morgan;4.91;;;
452111266;Kent Simpson;4.21;;;
291711581;Brittany Allen;4.38;;;
452181370;David Peterson;4.54;;;
202201799;Jeffrey Santos;4.91;;;
572170138;Marshall Baldyga;3.26;;;
391090583;April Simmons;3.87;;;
211440474;Lois Manuel;4.70;;;
232021029;Amy Mills;4.05;;;
522111784;Leonard Lockett;2.77;;;
431791958;Jillian Edwards;2.89;;;
561411391;Norman Maciejewski;4.33;;;
202170075;Michelle Hughes;2.90;;;
292070214;Penny Blocker;4.63;;;
441741631;Tonya Webb;2.75;;;
402080341;Edward Coleman;4.82;;;
232150697;Maria Lewis;3.26;;;
182070358;Terrence Peterson;4.00;;;
232080042;Tracy Moore;4.67;;;
271740669;Eric Mcnatt;3.96;;;
231960335;Alicia Garcia;3.83;;;
112131666;Douglas Nelson;3.60;;;
521411032;Tommy Garner;3.08;;;
581021139;Donald Weipert;2.79;;;
192090880;Donna Reyes;2.85;;;
682090862;Wayne Goettle;3.92;;;
321881878;Elizabeth Wilson;4.02;;;
572091040;Thomas Best;3.47;;;
631600803;Ruben Landry;2.97;;;
342181910;Marie Kerr;4.65;;;
231621476;Andrew Robinson;4.45;;;
342221024;Cristopher Lopez;4.39;;;
582151335;Brenda Burch;4.46;;;
191800484;William Koller;4.74;;;
681901413;Phillip Berry;4.47;;;
601421994;Audrey Ortiz;3.83;;;
521140266;Sarah Frank;4.59;;;
142101608;Manuel Jackson;2.78;;;
682160209;Joshua Vincent;4.75;;;
521661090;Patrick Moreno;3.20;;;
341710361;Nicholas Coleman;4.45;;;
282171437;Walter Mcgill;3.91;;;
232140381;Laura Thomas;3.92;;;
442191009;Tabatha Allen;4.38;;;
462001207;Ashley Martinez;4.54;;;
191961035;Michael Mclean;4.08;;;
102021651;Tim White;4.90;;;
192081320;Mark Kister;4.27;;;
431990304;Lindsay Hoffman;3.46;;;
602001871;Jacqueline Parker;4.83;;;
452060063;Sarah Powell;4.89;;;
242221989;Sandra Napier;3.03;;;
351311375;Carol Holden;4.41;;;
282010060;Delbert Daly;3.62;;;
352140831;Lance Kennedy;3.16;;;
582131945;Pamela Mouton;4.48;;;
562110570;Emily Potter;3.71;;;
411700374;Ron Little;4.58;;;
231590746;Megan Peters;3.15;;;
602020101;Connie Yarbrough;4.43;;;
431400038;Cynthia Yu;3.83;;;
312190093;Simone Blouin;3.51;;;
232071898;Luis Hernandez;4.61;;;
101001261;Ron Jensen;4.73;;;
412041100;Kyle Collins;2.93;;;
462150495;David Mccray;4.29;;;
431561710;Bradley Clark;3.57;;;
411661159;Laura Charles;3.87;;;
262120110;Mark Mckinney;3.36;;;
561371800;Leroy Garcia;4.48;;;
352140239;Rachel George;3.50;;;
351721390;Marcus Yong;4.32;;;
292201890;Rachel Saunders;4.87;;;
461740217;John Wells;2.94;;;
261531849;Katherine Jenkins;2.79;;;
602101881;Felipe Lewis;4.16;;;
682100579;Carolyn Silva;3.92;;;
282210201;Brenda William;4.56;;;
391770549;Scott Snyder DDS;3.20;;;
331971991;Betty Hewell;4.79;;;
192080857;David Wheeler;4.02;;;
202221756;Theodore Guinn;3.91;;;
202211454;Melissa Maxwell;3.41;;;
322141444;Monica Johnson;3.75;;;
352050179;Samuel Howard;4.45;;;
212051471;Laurie Mortimer;4.37;;;
581041575;Eric Bullock;3.89;;;
581181124;Jeanette Brooks;4.47;;;
192080856;Amanda Fisher;4.95;;;
261541648;Sherman Vue;4.01;;;
561801175;Denise Freeman;4.97;;;
241260008;Yvonne Dooley;3.44;;;
271710738;Joanna Morales;3.35;;;
282131537;Gayle Soledad;4.66;;;
352181449;Natasha Munoz;3.65;;;
392211968;Marie Torres;4.40;;;
232061017;Jacob Matthews;3.64;;;
522040222;Saul Mercer;4.66;;;
342100698;Tyrone Davis;3.88;;;
221330176;Yvette Castillo;3.95;;;
161690466;Luke Hall;4.61;;;
262101244;Carol Santoya;3.70;;;
111011783;Stephen Richardson;4.66;;;
511770019;Laura Spears;4.08;;;
571701496;Morgan Rogers DDS;4.56;;;
631570981;Christina Bratcher;3.69;;;
451201097;Gregory Raymond;4.55;;;
301181884;Jamie Claar;2.91;;;
301331347;Sean Smith;3.96;;;
601090557;Robert Ely;4.81;;;
441390392;Matthew Davis;2.93;;;
221041300;James Crader;4.43;;;
262190759;Juan Flores;4.61;;;
271150656;Kendra Mckellar;2.79;;;
102220652;Ashley Porter;4.76;;;
302010173;Matthew Mcnurlen;4.67;;;
201531058;Luis Gray;3.52;;;
601920170;Brenda Daniels;4.78;;;
161530116;Desiree White;4.90;;;
391161009;Sidney Fiala;3.83;;;
522221808;John Miller;4.51;;;
221300733;George Bard;4.69;;;
192121811;Brittany Combs;4.45;;;
582040240;Sandra Boyer;4.44;;;
432081355;Veronica Allen;3.56;;;
192050301;Jessica Bush;2.72;;;
432221598;Shelby Bautista;4.58;;;
241031506;Barbara Guajardo;4.60;;;
392010550;Jeremiah Hardy;4.83;;;
191551616;Dennis Rose;4.82;;;
191761160;Juan Peters;4.84;;;
521740477;Robert Dwyer;4.14;;;
271480631;James Harris;4.18;;;
631191052;Arthur Carter;3.00;;;
562111534;Dawn Williams;4.77;;;
391251400;Ebony Romero;4.19;;;
681891936;Annette Pace;3.02;;;
242180237;Dana Warner;4.13;;;
632161245;Lori Stevens;4.38;;;
681341827;Donald Jefferson;3.63;;;
241221063;Timothy Alvarado;3.31;;;
282140541;Jeannie Robertson;3.60;;;
201970333;Anthony Carlson;2.72;;;
192091936;Elvira Peoples;4.79;;;
601690689;Joanna Reed;4.53;;;
312121531;Kenneth Trejo;4.10;;;
601470295;Susan Henry;4.92;;;
212190762;Danielle Luke;4.58;;;
441160437;Nathan Perry;4.36;;;
451780902;Christine Fox;4.96;;;
212060427;Megan Sutton;2.96;;;
561881844;Esther Helms;4.92;;;
411971671;Joseph Turner;4.84;;;
201721143;Johanna Mera;3.96;;;
301220154;Caitlyn Armstrong;4.37;;;
302201272;Doreen Lopez;3.89;;;
641011742;Bryan Adams;2.84;;;
571091790;Gloria Winkel;3.79;;;
401121915;Ashley Robinson;2.81;;;
262110762;Tony Maxwell;4.03;;;
392021657;Kylie Garcia;4.78;;;
101201847;Ambrose Caruso;4.27;;;
322191580;Alexander Rogers;4.24;;;
401480862;Sara Collins;4.52;;;
512110117;Jason Larson;3.68;;;
322100596;April Burget;4.75;;;
431110605;Mason Garner;3.66;;;
511541222;Leslie Felch;4.72;;;
242180040;Sara Gallagher;3.95;;;
391771432;Denise Ewers;4.89;;;
282031992;Steven Perez;3.11;;;
322100154;Cathy Mallory;2.87;;;
521891034;Jordan Rogers;4.09;;;
341151454;David Maupin;2.80;;;
412220088;Melissa Jennings;4.83;;;
231400614;James Mackson;3.43;;;
311510921;Dr. Krystal Reed;3.64;;;
432160049;Lisa Scott;4.50;;;
462220575;Gregory Hall;2.75;;;
101451301;Barbara Sommer;3.07;;;
632130354;Joseph Page;4.36;;;
142111355;Shirley Elliot;4.11;;;
511101845;John Kirk;4.38;;;
431351672;Jeff Williams;3.14;;;
681940711;Jeffery Foster;2.84;;;
312051975;Amber Gonzales;3.27;;;
262051955;Kyle Vaughan;3.90;;;
561241573;Sheron Solis;3.49;;;
111870569;Ashley Copeland;4.05;;;
432200180;Joseph Shrader;3.03;;;
142211568;Kristen Santiago;3.55;;;
141680848;Marian Jacques;4.97;;;
322010552;Sandra Scott;4.49;;;
582060502;Preston Tolbert;3.66;;;
271111688;Robert Thompson;2.77;;;
142071920;Bobby Baca;2.72;;;
272120061;Mr. James Miller Jr.;4.35;;;
291170749;Maria Mcdaniels;4.02;;;
301820014;Stephen Cordova;4.31;;;
391621528;Brian Rogers;2.74;;;
512090704;John Skinner;4.28;;;
111500615;Opal Wheatley;2.90;;;
321910961;Timothy Good;4.11;;;
162190860;Martha Penya;3.16;;;
602001906;Dustin Liu;3.36;;;
311991957;Claudine Ludwig;2.71;;;
301601483;Elizabeth Johns;4.28;;;
311751832;Kevin Mcgraw;3.60;;;
231101472;Kenneth Perez;3.32;;;
111441908;April Menke;3.74;;;
241810687;Richard Flores;3.63;;;
352140368;Pedro Hersey;3.05;;;
212091762;Mr. Tyrone Gomez PhD;3.56;;;
292191228;Dean Severson;3.97;;;
632131625;Pamela Stafford;4.54;;;
632091455;Louise Reyes;4.80;;;
282171303;Scott Robles;4.05;;;
231170469;Debra Burns;4.95;;;
571101803;Brandi Raymond;3.70;;;
631291400;Shane Mayette;4.29;;;
202040713;Rebecca Oconnor;3.78;;;
512211375;Dorine Rice;4.72;;;
521980317;David Quinn;3.67;;;
571020444;Jose Ash;3.53;;;
301271044;Jason Lee;4.08;;;
462170787;Clifton Hansen;4.74;;;
411350573;Lisa Mccoy;3.85;;;
301531824;Warren Ramirez;4.52;;;
311840883;Steven Castillo;3.84;;;
321200690;Thanh Shannon;4.72;;;
141960961;Adriana Rangel;3.01;;;
292080197;Rebecca Falkner;4.12;;;
331271312;Erica Ortega;4.26;;;
351591953;Christopher Pendleton;3.56;;;
522010151;Christina Walker;2.91;;;
262130857;Roderick Cook;3.69;;;
392001879;Dawn Herrera;3.62;;;
291531815;Steven Hicks;3.99;;;
232210424;William Nichols;3.38;;;
371370484;Terri Snow;2.75;;;
201631840;Gary Short;3.99;;;
232151547;Shannon Bachleda;4.63;;;
142221663;Cassidy Farrell;3.96;;;
372140770;Tom Gerace;2.93;;;
632101952;Valerie Mercer;3.14;;;
142170609;William Mills;3.34;;;
682050326;Mary Brewer;4.00;;;
212000918;Traci Ross;4.80;;;
231351154;Sean Watson;4.34;;;
601771029;Ryan Tang;3.88;;;
202021827;Andrew Lucas;3.00;;;
561300242;Samuel Webb;4.48;;;
302151942;Kenneth Holmes;4.49;;;
461520139;Linda Wright;3.29;;;
222211778;Tony Moreno;3.61;;;
261980846;Mike Parsons;2.95;;;
231581777;Christine Davis;2.77;;;
522021419;Eleanor Murgia;4.01;;;
262071277;Erica Shelton;3.98;;;
271821696;Donna Webster;3.15;;;
431500052;Melissa Holt;4.21;;;
442100222;Shirley Best;4.20;;;
112181275;Michelle Mcdaniel;4.22;;;
461941975;Timothy Brotherton;4.64;;;
581980919;Samantha Pennington;2.82;;;
682011514;Amy Robertson;3.22;;;
571390584;Gregory Burch;3.45;;;
282020570;Jeffrey Franks;3.81;;;
581401336;Cathy Gonzales;3.21;;;
282141145;James Davis;4.33;;;
162130724;Chad Rubio;3.73;;;
141621509;Angela Mcguire;4.83;;;
602050320;Heather Hayes;3.61;;;
411881927;Clyde Laboy;3.78;;;
282011885;Kimberly Palmer;3.17;;;
262180539;Kristen Webb;2.90;;;
141280592;Kelly King;3.28;;;
681581915;Peggy Bell;2.79;;;
682131094;Joseph Parker;3.60;;;
112191993;Gail Mobley;3.54;;;
301401271;Mrs. Jessica Adams DDS;2.70;;;
401950248;Lena Flores;4.77;;;
241151699;Kim Lewis;4.47;;;
432161550;Curtis Erickson;3.36;;;
571840815;Aaron Patton;3.33;;;
442021375;John Sundahl;3.20;;;
211461519;Diamond Spencer;4.40;;;
202220517;John Nunes;3.92;;;
631080954;Brian Kim;3.96;;;
301391899;Micheal Reece;3.23;;;
602070722;Mrs. Susan Gomez;4.88;;;
522140785;Debra Overturf;4.53;;;
242010555;Matthew Burgess;4.64;;;
521630605;Ophelia Salinas;3.25;;;
561711824;Derrick Aguirre;4.88;;;
392131019;Patricia Pitts;3.27;;;
111561394;Kirsten Haas;2.98;;;
231820146;Timothy Phillips;3.01;;;
211981868;Angela Kelley;4.34;;;
182221071;Casey Irving;3.21;;;
201030721;Danielle Bishop;4.98;;;
391200078;Ruth Huddleston;4.94;;;
221811251;Mary Hawkins;3.57;;;
111830249;Mary Scott;4.69;;;
631701921;Erica Lawson;4.36;;;
562190006;Helen Hare;4.17;;;
642040680;Stephen Lee;3.70;;;
432191216;Timothy Ciccone;4.26;;;
561350010;Theresa Delgado;3.35;;;
442191289;Karla Diego;4.27;;;
402121026;Jessica Chapman;4.24;;;
431430197;Elias Schauble;2.98;;;
371931523;Mark Green;3.49;;;
462200211;Tammy Martin;2.96;;;
352111020;Erin Reed;2.78;;;
572121224;James Black;3.75;;;
391510135;Amanda Andrade;3.85;;;
231380553;Josie Johnson;2.84;;;
602080243;Destiny Richardson;3.87;;;
271920383;Louie Mandolini;4.92;;;
101161125;Theresa Miller;4.26;;;
582110784;Brett Conklin;4.49;;;
162121014;Nicole Rodriguez;4.46;;;
511060814;Jeffrey Holsworth;4.97;;;
512181156;Anita Cameron;4.83;;;
412220511;Kelli Thurman;3.04;;;
682210395;Amber Blake;4.90;;;
452060669;Shirley Digiovanni;3.40;;;
432151275;Jonathan Sanders;4.95;;;
341040321;Robert Regalado;2.79;;;
291800395;Rebecca Nixon;4.98;;;
521231251;Marilyn Martinez;4.89;;;
351681932;John Jackson;3.94;;;
411571119;Kenneth Soto;4.89;;;
142130469;Bridget Ho;3.30;;;
641391900;Chad Potvin;3.71;;;
641601067;Charles Sandoval;4.17;;;
522100314;Kyle Seward;4.08;;;
261781224;Jamie Williams;4.96;;;
281140868;Krystal Reeves;2.96;;;
372071734;Lauren Riley;4.91;;;
431941672;Ana Guymon;4.69;;;
602170597;Juan Francis;3.27;;;
452031320;Robyn Weeks;3.98;;;
452200490;Chelsea Valdez;4.03;;;
512171520;Monica Albert;4.56;;;
112081091;Monica Kennedy;4.73;;;
302031244;Ann Parris;3.14;;;
261761655;Lisa Simon;4.84;;;
271850908;Timothy Perdue;3.45;;;
302101951;Mrs. Evelyn Fox;2.86;;;
231960821;Christine Morris;3.70;;;
231740392;Robert Clark;3.64;;;
562060115;Christine Guiney;3.31;;;
242080543;Paul Rios;3.01;;;
221521140;Cathy Dandridge;4.92;;;
522171258;Anna Mathews;3.86;;;
602211247;Rita Black;4.87;;;
512120366;Erik Shelton;4.41;;;
342200668;Miguel Voigt;3.22;;;
512120999;Logan Payne;3.20;;;
601680718;Mark Vega;3.29;;;
291761930;Ronnie Carter;2.83;;;
351571370;Leona Whitaker;3.54;;;
412061541;Ricky Mosley;2.93;;;
392060474;Gloria Gregoire;3.84;;;
632061988;Barry Ortiz;4.34;;;
571671175;Shirley Barcia;3.81;;;
432041183;Curtis Richardson;4.54;;;
101671503;Wesley Schoeneck;4.01;;;
632130584;Heather Snyder;3.57;;;
191170526;Michael Durham;4.62;;;
322181482;Karen Smith;2.72;;;
371111380;Walter Hawkins;3.23;;;
561320317;Kelly Blair;3.06;;;
112041482;John Matusz;4.43;;;
292100901;Andrea Jones;2.93;;;
322000921;Jackie Tweedy;2.98;;;
331441071;Mackenzie Mendez;4.17;;;
101060344;John Williams;3.04;;;
332041383;Devin Riley;4.59;;;
631621967;Benjamin Burge;4.56;;;
562071425;James Chavez;4.50;;;
412161594;John Burkle;3.52;;;
312091680;Jessica White;3.20;;;
682080257;Jane Butler;4.96;;;
461481023;Brandon Jackson;3.54;;;
191350028;Stephen Jimenez;4.41;;;
182180290;Lauren Guzman;4.87;;;
392181393;Kara Fontenot;4.93;;;
211990370;Heather Johnson;3.48;;;
272170991;Beverly Waters;3.16;;;
291231890;Renee Cannon;3.93;;;
301940586;Juan Garguilo;4.60;;;
431430987;Christopher Stewart;4.85;;;
372080607;Roberta Oliver;3.28;;;
161521400;Bruce Riley;4.50;;;
331280083;Thomas Ballester;3.35;;;
191391669;Chelsea Myers;4.05;;;
161270282;Karen Cichowski;3.15;;;
521360817;Brianna Hoover;4.90;;;
561611601;Evelia Fitzsimmons;4.74;;;
401861235;Tanya Rodriguez;4.88;;;
401431524;Christine Nuzback;3.80;;;
351660097;Craig Rodriguez;3.63;;;
281811561;Dorothy Curtis;3.18;;;
571211352;James Ortega;3.04;;;
681610327;Donna Kelly;3.52;;;
112060078;Allison Bradley;4.77;;;
181921181;Jack Mateo;3.97;;;
161790229;Scott Lee;4.53;;;
681830417;Carlos Douglas;3.07;;;
312090245;Daniel Small;3.66;;;
681230021;Joseph Walters;3.24;;;
442000299;Brandon Mora;4.70;;;
412101007;Joshua Fisk;4.31;;;
582080131;Meredith Mooney MD;3.75;;;
392211793;Lee Stinnett;4.84;;;
322011811;Tracy Diaz;2.83;;;
272140818;Michael Breeden;4.10;;;
402010136;David Sherman;3.65;;;
522150324;Leonard Copeland;2.89;;;
271671839;Harry Sexton;3.02;;;
272191140;Carol Rossin;2.84;;;
522180751;Annette Smith;3.73;;;
681921037;Lee Lambrakis;2.82;;;
431530473;Charles Michael;3.04;;;
262211568;Dorothy Yates;4.39;;;
302190057;Dawn Rodriguez;3.48;;;
571160298;Beverly Wilder;4.63;;;
322170487;Kevin West;3.78;;;
331651104;Jessica Brisbon;4.83;;;
212000280;Ronald Irwin;4.65;;;
302011516;Joan Garcia;4.19;;;
282131679;Steven Patterson;4.29;;;
182121926;William Devera;3.29;;;
112041976;Allison Berger;3.03;;;
681161094;Neil Hill;4.48;;;
101400353;Ashlee Medina;2.73;;;
241260164;Sandra Stamand;3.71;;;
161231024;Michelle Wade;4.71;;;
521991346;Kristina Poole;4.33;;;
201840616;Joseph Swanson;4.07;;;
402201900;Brenda Taylor;3.68;;;
582210546;Tiffany Hays;3.77;;;
581460086;Johnny Nebel;2.86;;;
142190133;Kathy Dorsey;2.79;;;
371080878;Gregory Ake;4.86;;;
452111177;Steven Edwards;2.95;;;
271501700;Melinda Vargas;3.07;;;
